length,width
0.001612903225806428,0.0
0.008064516129032251,0.02903225806451613
0.012903225806451646,0.037096774193548385
0.01774193548387093,0.0467741935483871
0.022580645161290325,0.05967741935483871
0.02741935483870972,0.07580645161290323
0.032258064516129004,0.08870967741935484
0.0370967741935484,0.0967741935483871
0.041935483870967794,0.10161290322580645
0.04677419354838708,0.10967741935483871
0.0532258064516129,0.11774193548387096
0.058064516129032295,0.11935483870967742
0.06290322580645158,0.12258064516129032
0.06774193548387097,0.1435483870967742
0.07258064516129037,0.15
0.07741935483870965,0.15161290322580645
0.08225806451612905,0.13548387096774195
0.08709677419354833,0.14193548387096774
0.09193548387096773,0.15161290322580645
0.09838709677419355,0.15645161290322582
0.10322580645161294,0.1435483870967742
0.10806451612903223,0.13709677419354838
0.11290322580645162,0.13709677419354838
0.11774193548387102,0.1532258064516129
0.1225806451612903,0.17258064516129032
0.1274193548387097,0.18064516129032257
0.13225806451612898,0.18548387096774194
0.13709677419354838,0.19032258064516128
0.1435483870967742,0.1935483870967742
0.1483870967741936,0.18870967741935485
0.15322580645161288,0.18870967741935485
0.15806451612903227,0.1935483870967742
0.16290322580645167,0.20161290322580644
0.16774193548387095,0.21451612903225806
0.17258064516129035,0.21935483870967742
0.17741935483870963,0.22419354838709676
0.18225806451612903,0.22741935483870968
0.18870967741935485,0.22741935483870968
0.19354838709677424,0.22903225806451613
0.19838709677419353,0.22903225806451613
0.20322580645161292,0.22903225806451613
0.2080645161290322,0.22741935483870968
0.2129032258064516,0.22580645161290322
0.217741935483871,0.22903225806451613
0.22258064516129028,0.2306451612903226
0.22741935483870968,0.23548387096774193
0.2338709677419355,0.24193548387096775
0.2387096774193549,0.2435483870967742
0.24354838709677418,0.23870967741935484
0.24838709677419357,0.18548387096774194
0.25322580645161286,0.18548387096774194
0.25806451612903225,0.1774193548387097
0.26290322580645165,0.18870967741935485
0.26774193548387093,0.1774193548387097
0.2725806451612903,0.19032258064516128
0.27903225806451615,0.19193548387096773
0.28387096774193543,0.2532258064516129
0.2887096774193548,0.26129032258064516
0.2935483870967742,0.2645161290322581
0.2983870967741935,0.25806451612903225
0.3032258064516129,0.2564516129032258
0.3080645161290323,0.25967741935483873
0.3129032258064516,0.267741935483871
0.317741935483871,0.27741935483870966
0.3241935483870968,0.29193548387096774
0.3290322580645161,0.29516129032258065
0.3338709677419355,0.2967741935483871
0.33870967741935487,0.2967741935483871
0.34354838709677415,0.29193548387096774
0.34838709677419355,0.2645161290322581
0.35322580645161294,0.24193548387096775
0.35806451612903223,0.24193548387096775
0.3629032258064516,0.2435483870967742
0.36935483870967745,0.24838709677419354
0.37419354838709673,0.25
0.3790322580645161,0.15806451612903225
0.3838709677419355,0.16129032258064516
0.3887096774193548,0.16612903225806452
0.3935483870967742,0.17096774193548386
0.3983870967741936,0.17419354838709677
0.4032258064516129,0.1774193548387097
0.4080645161290323,0.18064516129032257
0.4145161290322581,0.1870967741935484
0.4193548387096774,0.19032258064516128
0.4241935483870968,0.1935483870967742
0.42903225806451617,0.19516129032258064
0.43387096774193545,0.1967741935483871
0.43870967741935485,0.19838709677419356
0.44354838709677424,0.20161290322580644
0.4483870967741935,0.20967741935483872
0.4532258064516129,0.22258064516129034
0.45967741935483875,0.2661290322580645
0.46451612903225803,0.27419354838709675
0.4693548387096774,0.27903225806451615
0.4741935483870968,0.27741935483870966
0.4790322580645161,0.27580645161290324
0.4838709677419355,0.2725806451612903
0.4887096774193549,0.28225806451612906
0.4935483870967742,0.29354838709677417
0.49838709677419357,0.3016129032258065
0.5048387096774194,0.31129032258064515
0.5096774193548388,0.317741935483871
0.5145161290322581,0.3225806451612903
0.5193548387096774,0.3258064516129032
0.5241935483870968,0.32903225806451614
0.5290322580645161,0.33064516129032256
0.5338709677419355,0.3338709677419355
0.5387096774193548,0.3370967741935484
0.5435483870967741,0.3403225806451613
0.55,0.2161290322580645
0.5548387096774193,0.20967741935483872
0.5596774193548387,0.2032258064516129
0.564516129032258,0.2032258064516129
0.5693548387096774,0.2064516129032258
0.5741935483870968,0.20967741935483872
0.5790322580645162,0.2161290322580645
0.5838709677419355,0.22580645161290322
0.5887096774193548,0.23709677419354838
0.5951612903225807,0.2435483870967742
0.6,0.2467741935483871
0.6048387096774194,0.24516129032258063
0.6096774193548387,0.2403225806451613
0.614516129032258,0.23225806451612904
0.6193548387096774,0.23548387096774193
0.6241935483870968,0.23709677419354838
0.6290322580645161,0.23548387096774193
0.6338709677419354,0.2161290322580645
0.6403225806451613,0.267741935483871
0.6451612903225806,0.2806451612903226
0.65,0.2838709677419355
0.6548387096774193,0.2725806451612903
0.6596774193548387,0.2903225806451613
