length,width
0.0018050541516245744,0.007220216606498195
0.0072202166064981865,0.02707581227436823
0.012635379061371799,0.036101083032490974
0.018050541516245522,0.04512635379061372
0.023465703971119134,0.048736462093862815
0.027075812274368283,0.052346570397111915
0.032490974729241895,0.052346570397111915
0.03790613718411551,0.052346570397111915
0.04332129963898912,0.052346570397111915
0.04873646209386284,0.052346570397111915
0.05234657039711188,0.052346570397111915
0.0577617328519856,0.05415162454873646
0.06317689530685922,0.05415162454873646
0.06859205776173283,0.05415162454873646
0.07220216606498198,0.05415162454873646
0.07761732851985559,0.05595667870036101
0.0830324909747292,0.05776173285198556
0.08844765342960292,0.05956678700361011
0.09386281588447654,0.0631768953068592
0.09747292418772568,0.06498194945848375
0.1028880866425993,0.06859205776173286
0.10830324909747291,0.0740072202166065
0.11371841155234652,0.0776173285198556
0.11732851985559567,0.07942238267148015
0.12274368231046928,0.08303249097472924
0.128158844765343,0.08664259927797834
0.13357400722021662,0.09205776173285199
0.13898916967509023,0.09386281588447654
0.14259927797833938,0.09747292418772563
0.148014440433213,0.10108303249097472
0.1534296028880866,0.10108303249097472
0.15884476534296033,0.10108303249097472
0.16245487364620936,0.10288808664259928
0.1678700361010831,0.11010830324909747
0.1732851985559567,0.11732851985559567
0.1787003610108303,0.12093862815884476
0.18411552346570392,0.12454873646209386
0.18772563176895307,0.12454873646209386
0.19314079422382668,0.12454873646209386
0.1985559566787004,0.12093862815884476
0.20397111913357402,0.11913357400722022
0.20758122743682306,0.11913357400722022
0.21299638989169678,0.11732851985559567
0.2184115523465704,0.11732851985559567
0.223826714801444,0.11913357400722022
0.22924187725631773,0.12454873646209386
0.23285198555956677,0.1263537906137184
0.2382671480144405,0.13537906137184116
0.2436823104693141,0.1407942238267148
0.2490974729241877,0.14981949458483754
0.25270758122743686,0.16064981949458484
0.2581227436823105,0.17328519855595667
0.2635379061371841,0.18231046931407943
0.2689530685920578,0.19133574007220217
0.2743682310469314,0.19855595667870035
0.27797833935018046,0.19855595667870035
0.2833935018050542,0.19494584837545126
0.2888086642599278,0.18953068592057762
0.2942238267148014,0.18953068592057762
0.29783393501805056,0.18592057761732853
0.30324909747292417,0.18050541516245489
0.3086642599277978,0.16606498194945848
0.3140794223826715,0.16064981949458484
0.3194945848375451,0.1624548736462094
0.32310469314079426,0.16425992779783394
0.3285198555956679,0.16425992779783394
0.3339350180505415,0.1588447653429603
0.3393501805054152,0.14259927797833935
0.34296028880866425,0.1407942238267148
0.34837545126353786,0.1371841155234657
0.3537906137184116,0.13176895306859207
0.3592057761732852,0.13537906137184116
0.3646209386281588,0.1444043321299639
0.36823104693140796,0.15162454873646208
0.37364620938628157,0.16064981949458484
0.3790613718411552,0.16967509025270758
0.3844765342960289,0.18050541516245489
0.38808664259927794,0.18592057761732853
0.39350180505415167,0.1931407942238267
0.3989169675090253,0.2003610108303249
0.4043321299638989,0.2075812274368231
0.4097472924187726,0.2111913357400722
0.41335740072202165,0.21299638989169675
0.41877256317689526,0.19855595667870035
0.424187725631769,0.20577617328519857
0.4296028880866426,0.20938628158844766
0.43321299638989175,0.21299638989169675
0.43862815884476536,0.2111913357400722
0.44404332129963897,0.2111913357400722
0.4494584837545126,0.20216606498194944
0.4548736462093863,0.17509025270758122
0.45848375451263534,0.18953068592057762
0.46389891696750907,0.20216606498194944
0.4693140794223827,0.21299638989169675
0.4747292418772563,0.22382671480144403
0.47833935018050544,0.2292418772563177
0.48375451263537905,0.23826714801444043
0.48916967509025266,0.24187725631768953
0.4945848375451264,0.2509025270758123
0.5,0.2581227436823105
0.5036101083032491,0.26534296028880866
0.5090252707581228,0.26895306859205775
0.5144404332129964,0.2743682310469314
0.5198555956678701,0.2581227436823105
0.5252707581227437,0.2743682310469314
0.5288808664259927,0.2833935018050541
0.5342960288808665,0.2924187725631769
0.5397111913357401,0.29783393501805056
0.5451263537906137,0.29783393501805056
0.5487364620938628,0.27978339350180503
0.5541516245487365,0.2888086642599278
0.5595667870036101,0.2924187725631769
0.5649819494584838,0.29061371841155237
0.5703971119133574,0.29061371841155237
0.5740072202166064,0.2851985559566787
0.5794223826714802,0.2851985559566787
0.5848375451263538,0.2851985559566787
0.5902527075812274,0.2833935018050541
0.5938628158844765,0.2815884476534296
0.5992779783393503,0.24007220216606498
0.6046931407942238,0.24729241877256317
0.6101083032490975,0.2851985559566787
0.6155234657039711,0.2924187725631769
0.6191335740072202,0.29783393501805056
0.6245487364620939,0.2870036101083033
0.6299638989169676,0.30144404332129965
0.6353790613718411,0.3140794223826715
0.6389891696750902,0.3194945848375451
0.644404332129964,0.3249097472924188
0.6498194945848376,0.3267148014440433
0.6552346570397112,0.3574007220216607
0.6606498194945849,0.36462093862815886
0.6642599277978339,0.3664259927797834
0.6696750902527075,0.3664259927797834
0.6750902527075813,0.3628158844765343
0.6805054151624549,0.36101083032490977
0.6841155234657039,0.3592057761732852
0.6895306859205776,0.3592057761732852
0.6949458483754513,0.351985559566787
0.7003610108303249,0.33212996389891697
0.7057761732851986,0.3212996389891697
0.7093862815884476,0.315884476534296
0.7148014440433212,0.2851985559566787
0.720216606498195,0.2779783393501805
0.7256317689530686,0.26534296028880866
0.7292418772563176,0.29061371841155237
0.7346570397111913,0.30144404332129965
0.7400722021660651,0.30505415162454874
0.7454873646209386,0.30505415162454874
0.7509025270758123,0.30324909747292417
0.7545126353790614,0.2996389891696751
0.759927797833935,0.29422382671480146
0.7653429602888087,0.21660649819494585
